Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
642,Romania,417,Kyrgyzstan,Export,47,2015
191,Croatia,31,Azerbaijan,Export,46,2015
484,Mexico,400,Jordan,Export,46,2015
191,Croatia,458,Malaysia,Export,46,2015
124,Canada,562,Niger,Export,46,2015
620,Portugal,466,Mali,Export,46,2015
620,Portugal,894,Zambia,Export,46,2015
233,Estonia,858,Uruguay,Export,46,2015
372,Ireland,454,Malawi,Export,46,2015
344,"China, Hong Kong SAR",548,Vanuatu,Export,46,2015
642,Romania,858,Uruguay,Export,46,2015
826,United Kingdom,728,South Sudan,Export,46,2015
36,Australia,428,Latvia,Export,46,2015
124,Canada,418,Lao People's Dem. Rep.,Export,45,2015
320,Guatemala,408,Dem. People's Rep. of Korea,Export,45,2015
554,New Zealand,788,Tunisia,Export,45,2015
826,United Kingdom,140,Central African Rep.,Export,45,2015
372,Ireland,430,Liberia,Export,45,2015
124,Canada,807,TFYR of Macedonia,Export,45,2015
752,Sweden,232,Eritrea,Export,45,2015
458,Malaysia,624,Guinea-Bissau,Export,45,2015
36,Australia,24,Angola,Export,45,2015
554,New Zealand,470,Malta,Export,45,2015
458,Malaysia,140,Central African Rep.,Export,45,2015
554,New Zealand,178,Congo,Export,45,2015
348,Hungary,320,Guatemala,Export,45,2015
348,Hungary,104,Myanmar,Export,45,2015
705,Slovenia,512,Oman,Export,45,2015
826,United Kingdom,132,Cabo Verde,Export,45,2015
757,Switzerland,324,Guinea,Export,45,2015
620,Portugal,480,Mauritius,Export,44,2015
705,Slovenia,604,Peru,Export,44,2015
222,El Salvador,76,Brazil,Export,44,2015
792,Turkey,222,El Salvador,Export,44,2015
36,Australia,478,Mauritania,Export,44,2015
208,Denmark,140,Central African Rep.,Export,44,2015
100,Bulgaria,591,Panama,Export,44,2015
757,Switzerland,748,Swaziland,Export,44,2015
440,Lithuania,470,Malta,Export,44,2015
792,Turkey,716,Zimbabwe,Export,44,2015
124,Canada,10,Antarctica,Export,44,2015
222,El Salvador,604,Peru,Export,44,2015
616,Poland,320,Guatemala,Export,44,2015
100,Bulgaria,404,Kenya,Export,44,2015
208,Denmark,454,Malawi,Export,44,2015
792,Turkey,52,Barbados,Export,44,2015
344,"China, Hong Kong SAR",690,Seychelles,Export,44,2015
203,Czech Rep.,762,Tajikistan,Export,43,2015
757,Switzerland,148,Chad,Export,43,2015
124,Canada,716,Zimbabwe,Export,43,2015
36,Australia,584,Marshall Isds,Export,43,2015
348,Hungary,178,Congo,Export,43,2015
233,Estonia,496,Mongolia,Export,43,2015
276,Germany,899,"Areas, nes",Export,43,2015
604,Peru,504,Morocco,Export,43,2015
620,Portugal,144,Sri Lanka,Export,43,2015
842,USA,184,Cook Isds,Export,42,2015
440,Lithuania,554,New Zealand,Export,42,2015
703,Slovakia,214,Dominican Rep.,Export,42,2015
372,Ireland,4,Afghanistan,Export,42,2015
246,Finland,116,Cambodia,Export,42,2015
233,Estonia,834,United Rep. of Tanzania,Export,42,2015
203,Czech Rep.,120,Cameroon,Export,42,2015
152,Chile,12,Algeria,Export,42,2015
36,Australia,226,Equatorial Guinea,Export,42,2015
724,Spain,4,Afghanistan,Export,42,2015
246,Finland,796,Turks and Caicos Isds,Export,42,2015
757,Switzerland,531,Cura神ao,Export,42,2015
442,Luxembourg,120,Cameroon,Export,42,2015
196,Cyprus,231,Ethiopia,Export,42,2015
826,United Kingdom,148,Chad,Export,42,2015
752,Sweden,28,Antigua and Barbuda,Export,42,2015
320,Guatemala,729,Sudan,Export,42,2015
442,Luxembourg,324,Guinea,Export,42,2015
196,Cyprus,688,Serbia,Export,42,2015
752,Sweden,332,Haiti,Export,42,2015
352,Iceland,428,Latvia,Export,42,2015
246,Finland,516,Namibia,Export,42,2015
208,Denmark,52,Barbados,Export,42,2015
372,Ireland,540,New Caledonia,Export,41,2015
320,Guatemala,324,Guinea,Export,41,2015
392,Japan,132,Cabo Verde,Export,41,2015
752,Sweden,499,Montenegro,Export,41,2015
246,Finland,417,Kyrgyzstan,Export,41,2015
124,Canada,16,American Samoa,Export,41,2015
36,Australia,434,Libya,Export,41,2015
826,United Kingdom,748,Swaziland,Export,41,2015
705,Slovenia,586,Pakistan,Export,41,2015
276,Germany,316,Guam,Export,41,2015
440,Lithuania,234,Faeroe Isds,Export,41,2015
276,Germany,660,Anguilla,Export,41,2015
484,Mexico,384,C衰te d'Ivoire,Export,41,2015
440,Lithuania,442,Luxembourg,Export,41,2015
372,Ireland,116,Cambodia,Export,41,2015
440,Lithuania,586,Pakistan,Export,41,2015
348,Hungary,384,C衰te d'Ivoire,Export,41,2015
100,Bulgaria,417,Kyrgyzstan,Export,41,2015
372,Ireland,887,Yemen,Export,40,2015
792,Turkey,659,Saint Kitts and Nevis,Export,40,2015
320,Guatemala,702,Singapore,Export,40,2015
826,United Kingdom,577,"Other Africa, nes",Export,40,2015
100,Bulgaria,320,Guatemala,Export,40,2015
203,Czech Rep.,894,Zambia,Export,40,2015
233,Estonia,458,Malaysia,Export,40,2015
208,Denmark,694,Sierra Leone,Export,40,2015
36,Australia,694,Sierra Leone,Export,40,2015
251,France,580,N. Mariana Isds,Export,40,2015
348,Hungary,887,Yemen,Export,40,2015
246,Finland,434,Libya,Export,40,2015
196,Cyprus,246,Finland,Export,40,2015
36,Australia,120,Cameroon,Export,40,2015
757,Switzerland,242,Fiji,Export,40,2015
703,Slovakia,600,Paraguay,Export,40,2015
579,Norway,800,Uganda,Export,39,2015
642,Romania,834,United Rep. of Tanzania,Export,39,2015
579,Norway,466,Mali,Export,39,2015
348,Hungary,540,New Caledonia,Export,39,2015
246,Finland,70,Bosnia Herzegovina,Export,39,2015
352,Iceland,203,Czech Rep.,Export,39,2015
752,Sweden,72,Botswana,Export,39,2015
604,Peru,716,Zimbabwe,Export,39,2015
372,Ireland,496,Mongolia,Export,39,2015
203,Czech Rep.,92,Br. Virgin Isds,Export,39,2015
208,Denmark,328,Guyana,Export,39,2015
620,Portugal,44,Bahamas,Export,39,2015
208,Denmark,496,Mongolia,Export,39,2015
724,Spain,762,Tajikistan,Export,39,2015
152,Chile,788,Tunisia,Export,39,2015
620,Portugal,454,Malawi,Export,39,2015
196,Cyprus,144,Sri Lanka,Export,39,2015
344,"China, Hong Kong SAR",762,Tajikistan,Export,39,2015
440,Lithuania,807,TFYR of Macedonia,Export,39,2015
642,Romania,686,Senegal,Export,38,2015
642,Romania,450,Madagascar,Export,38,2015
484,Mexico,104,Myanmar,Export,38,2015
208,Denmark,388,Jamaica,Export,38,2015
124,Canada,212,Dominica,Export,38,2015
752,Sweden,270,Gambia,Export,38,2015
152,Chile,434,Libya,Export,38,2015
484,Mexico,266,Gabon,Export,38,2015
554,New Zealand,268,Georgia,Export,38,2015
208,Denmark,894,Zambia,Export,38,2015
458,Malaysia,646,Rwanda,Export,38,2015
196,Cyprus,48,Bahrain,Export,38,2015
203,Czech Rep.,568,"Other Europe, nes",Export,38,2015
724,Spain,524,Nepal,Export,38,2015
222,El Salvador,466,Mali,Export,38,2015
705,Slovenia,50,Bangladesh,Export,38,2015
320,Guatemala,694,Sierra Leone,Export,38,2015
757,Switzerland,266,Gabon,Export,37,2015
752,Sweden,568,"Other Europe, nes",Export,37,2015
842,USA,654,Saint Helena,Export,37,2015
442,Luxembourg,795,Turkmenistan,Export,37,2015
208,Denmark,531,Cura神ao,Export,37,2015
620,Portugal,234,Faeroe Isds,Export,37,2015
300,Greece,324,Guinea,Export,37,2015
152,Chile,332,Haiti,Export,37,2015
620,Portugal,148,Chad,Export,37,2015
381,Italy,531,Cura神ao,Export,37,2015
458,Malaysia,316,Guam,Export,37,2015
752,Sweden,690,Seychelles,Export,37,2015
191,Croatia,364,Iran,Export,37,2015
246,Finland,854,Burkina Faso,Export,37,2015
724,Spain,716,Zimbabwe,Export,37,2015
591,Panama,344,"China, Hong Kong SAR",Export,37,2015
208,Denmark,690,Seychelles,Export,37,2015
757,Switzerland,662,Saint Lucia,Export,37,2015
152,Chile,740,Suriname,Export,37,2015
36,Australia,188,Costa Rica,Export,37,2015
251,France,328,Guyana,Export,37,2015
36,Australia,233,Estonia,Export,37,2015
792,Turkey,558,Nicaragua,Export,36,2015
442,Luxembourg,400,Jordan,Export,36,2015
604,Peru,116,Cambodia,Export,36,2015
203,Czech Rep.,275,State of Palestine,Export,36,2015
554,New Zealand,508,Mozambique,Export,36,2015
440,Lithuania,604,Peru,Export,36,2015
826,United Kingdom,796,Turks and Caicos Isds,Export,36,2015
36,Australia,178,Congo,Export,36,2015
152,Chile,352,Iceland,Export,36,2015
191,Croatia,834,United Rep. of Tanzania,Export,36,2015
440,Lithuania,422,Lebanon,Export,36,2015
208,Denmark,258,French Polynesia,Export,36,2015
152,Chile,422,Lebanon,Export,36,2015
276,Germany,662,Saint Lucia,Export,36,2015
705,Slovenia,837,Bunkers,Export,36,2015
100,Bulgaria,690,Seychelles,Export,36,2015
208,Denmark,275,State of Palestine,Export,36,2015
348,Hungary,760,Syria,Export,35,2015
203,Czech Rep.,178,Congo,Export,35,2015
203,Czech Rep.,462,Maldives,Export,35,2015
757,Switzerland,418,Lao People's Dem. Rep.,Export,35,2015
203,Czech Rep.,434,Libya,Export,35,2015
300,Greece,84,Belize,Export,35,2015
36,Australia,266,Gabon,Export,35,2015
36,Australia,324,Guinea,Export,35,2015
842,USA,232,Eritrea,Export,35,2015
757,Switzerland,270,Gambia,Export,35,2015
554,New Zealand,324,Guinea,Export,35,2015
554,New Zealand,218,Ecuador,Export,35,2015
579,Norway,686,Senegal,Export,35,2015
233,Estonia,152,Chile,Export,35,2015
100,Bulgaria,604,Peru,Export,35,2015
620,Portugal,96,Brunei Darussalam,Export,35,2015
233,Estonia,51,Armenia,Export,35,2015
591,Panama,388,Jamaica,Export,35,2015
440,Lithuania,50,Bangladesh,Export,34,2015
724,Spain,96,Brunei Darussalam,Export,34,2015
208,Denmark,270,Gambia,Export,34,2015
620,Portugal,807,TFYR of Macedonia,Export,34,2015
842,USA,20,Andorra,Export,34,2015
320,Guatemala,710,South Africa,Export,34,2015
344,"China, Hong Kong SAR",760,Syria,Export,34,2015
705,Slovenia,24,Angola,Export,34,2015
591,Panama,251,France,Export,34,2015
620,Portugal,652,Saint Barth姓lemy,Export,34,2015
246,Finland,232,Eritrea,Export,34,2015
440,Lithuania,70,Bosnia Herzegovina,Export,34,2015
251,France,408,Dem. People's Rep. of Korea,Export,34,2015
352,Iceland,233,Estonia,Export,34,2015
381,Italy,108,Burundi,Export,34,2015
372,Ireland,44,Bahamas,Export,34,2015
616,Poland,260,Fr. South Antarctic Terr.,Export,34,2015
616,Poland,332,Haiti,Export,34,2015
196,Cyprus,768,Togo,Export,34,2015
222,El Salvador,699,India,Export,34,2015
458,Malaysia,688,Serbia,Export,34,2015
705,Slovenia,144,Sri Lanka,Export,34,2015
246,Finland,800,Uganda,Export,34,2015
440,Lithuania,414,Kuwait,Export,34,2015
842,USA,760,Syria,Export,34,2015
757,Switzerland,454,Malawi,Export,34,2015
300,Greece,218,Ecuador,Export,34,2015
196,Cyprus,50,Bangladesh,Export,34,2015
554,New Zealand,368,Iraq,Export,34,2015
152,Chile,531,Cura神ao,Export,33,2015
191,Croatia,702,Singapore,Export,33,2015
208,Denmark,854,Burkina Faso,Export,33,2015
372,Ireland,498,Rep. of Moldova,Export,33,2015
381,Italy,64,Bhutan,Export,33,2015
458,Malaysia,51,Armenia,Export,33,2015
344,"China, Hong Kong SAR",583,FS Micronesia,Export,33,2015
616,Poland,562,Niger,Export,33,2015
703,Slovakia,434,Libya,Export,33,2015
442,Luxembourg,450,Madagascar,Export,33,2015
620,Portugal,340,Honduras,Export,33,2015
620,Portugal,104,Myanmar,Export,33,2015
620,Portugal,498,Rep. of Moldova,Export,33,2015
300,Greece,860,Uzbekistan,Export,33,2015
222,El Salvador,780,Trinidad and Tobago,Export,33,2015
208,Denmark,60,Bermuda,Export,33,2015
703,Slovakia,795,Turkmenistan,Export,33,2015
705,Slovenia,48,Bahrain,Export,33,2015
703,Slovakia,218,Ecuador,Export,33,2015
554,New Zealand,96,Brunei Darussalam,Export,33,2015
442,Luxembourg,470,Malta,Export,33,2015
554,New Zealand,834,United Rep. of Tanzania,Export,32,2015
372,Ireland,340,Honduras,Export,32,2015
616,Poland,694,Sierra Leone,Export,32,2015
372,Ireland,388,Jamaica,Export,32,2015
442,Luxembourg,352,Iceland,Export,32,2015
620,Portugal,430,Liberia,Export,32,2015
440,Lithuania,152,Chile,Export,32,2015
233,Estonia,340,Honduras,Export,32,2015
222,El Salvador,344,"China, Hong Kong SAR",Export,32,2015
620,Portugal,51,Armenia,Export,32,2015
591,Panama,56,Belgium,Export,32,2015
203,Czech Rep.,418,Lao People's Dem. Rep.,Export,32,2015
554,New Zealand,798,Tuvalu,Export,32,2015
620,Portugal,20,Andorra,Export,32,2015
320,Guatemala,752,Sweden,Export,32,2015
36,Australia,768,Togo,Export,32,2015
208,Denmark,508,Mozambique,Export,32,2015
196,Cyprus,490,"Other Asia, nes",Export,32,2015
757,Switzerland,332,Haiti,Export,32,2015
752,Sweden,674,San Marino,Export,32,2015
348,Hungary,84,Belize,Export,32,2015
752,Sweden,417,Kyrgyzstan,Export,32,2015
124,Canada,796,Turks and Caicos Isds,Export,32,2015
703,Slovakia,800,Uganda,Export,32,2015
757,Switzerland,84,Belize,Export,31,2015
352,Iceland,784,United Arab Emirates,Export,31,2015
100,Bulgaria,834,United Rep. of Tanzania,Export,31,2015
826,United Kingdom,108,Burundi,Export,31,2015
348,Hungary,480,Mauritius,Export,31,2015
208,Denmark,84,Belize,Export,31,2015
604,Peru,4,Afghanistan,Export,31,2015
484,Mexico,516,Namibia,Export,31,2015
620,Portugal,70,Bosnia Herzegovina,Export,31,2015
484,Mexico,598,Papua New Guinea,Export,31,2015
196,Cyprus,834,United Rep. of Tanzania,Export,31,2015
320,Guatemala,52,Barbados,Export,31,2015
616,Poland,540,New Caledonia,Export,31,2015
604,Peru,40,Austria,Export,31,2015
484,Mexico,8,Albania,Export,31,2015
124,Canada,226,Equatorial Guinea,Export,31,2015
484,Mexico,316,Guam,Export,31,2015
724,Spain,238,Falkland Isds (Malvinas),Export,31,2015
440,Lithuania,24,Angola,Export,31,2015
620,Portugal,562,Niger,Export,31,2015
233,Estonia,192,Cuba,Export,31,2015
372,Ireland,706,Somalia,Export,31,2015
604,Peru,422,Lebanon,Export,31,2015
203,Czech Rep.,430,Liberia,Export,31,2015
554,New Zealand,580,N. Mariana Isds,Export,30,2015
352,Iceland,288,Ghana,Export,30,2015
579,Norway,862,Venezuela,Export,30,2015
196,Cyprus,124,Canada,Export,30,2015
208,Denmark,728,South Sudan,Export,30,2015
196,Cyprus,710,South Africa,Export,30,2015
579,Norway,96,Brunei Darussalam,Export,30,2015
554,New Zealand,234,Faeroe Isds,Export,30,2015
246,Finland,760,Syria,Export,30,2015
705,Slovenia,352,Iceland,Export,30,2015
233,Estonia,566,Nigeria,Export,30,2015
458,Malaysia,798,Tuvalu,Export,30,2015
484,Mexico,662,Saint Lucia,Export,30,2015
724,Spain,534,Saint Maarten,Export,30,2015
208,Denmark,706,Somalia,Export,30,2015
320,Guatemala,120,Cameroon,Export,30,2015
246,Finland,558,Nicaragua,Export,30,2015
642,Romania,120,Cameroon,Export,30,2015
484,Mexico,92,Br. Virgin Isds,Export,30,2015
442,Luxembourg,860,Uzbekistan,Export,29,2015
440,Lithuania,608,Philippines,Export,29,2015
642,Romania,352,Iceland,Export,29,2015
579,Norway,690,Seychelles,Export,29,2015
440,Lithuania,368,Iraq,Export,29,2015
348,Hungary,340,Honduras,Export,29,2015
348,Hungary,275,State of Palestine,Export,29,2015
703,Slovakia,204,Benin,Export,29,2015
196,Cyprus,428,Latvia,Export,29,2015
196,Cyprus,360,Indonesia,Export,29,2015
392,Japan,660,Anguilla,Export,29,2015
620,Portugal,748,Swaziland,Export,29,2015
842,USA,238,Falkland Isds (Malvinas),Export,29,2015
392,Japan,184,Cook Isds,Export,29,2015
36,Australia,876,Wallis and Futuna Isds,Export,29,2015
442,Luxembourg,686,Senegal,Export,29,2015
616,Poland,894,Zambia,Export,29,2015
300,Greece,531,Cura神ao,Export,29,2015
620,Portugal,800,Uganda,Export,29,2015
604,Peru,270,Gambia,Export,29,2015
591,Panama,68,Bolivia (Plurinational State of),Export,29,2015
196,Cyprus,233,Estonia,Export,29,2015
757,Switzerland,796,Turks and Caicos Isds,Export,29,2015
276,Germany,624,Guinea-Bissau,Export,29,2015
705,Slovenia,887,Yemen,Export,29,2015
440,Lithuania,516,Namibia,Export,29,2015
203,Czech Rep.,84,Belize,Export,29,2015
554,New Zealand,584,Marshall Isds,Export,29,2015
196,Cyprus,504,Morocco,Export,29,2015
616,Poland,780,Trinidad and Tobago,Export,29,2015
579,Norway,204,Benin,Export,29,2015
616,Poland,20,Andorra,Export,29,2015
616,Poland,716,Zimbabwe,Export,29,2015
554,New Zealand,694,Sierra Leone,Export,28,2015
208,Denmark,558,Nicaragua,Export,28,2015
642,Romania,48,Bahrain,Export,28,2015
208,Denmark,562,Niger,Export,28,2015
320,Guatemala,328,Guyana,Export,28,2015
792,Turkey,454,Malawi,Export,28,2015
208,Denmark,646,Rwanda,Export,28,2015
620,Portugal,516,Namibia,Export,28,2015
203,Czech Rep.,140,Central African Rep.,Export,28,2015
554,New Zealand,662,Saint Lucia,Export,28,2015
620,Portugal,780,Trinidad and Tobago,Export,28,2015
251,France,304,Greenland,Export,28,2015
458,Malaysia,417,Kyrgyzstan,Export,28,2015
36,Australia,44,Bahamas,Export,28,2015
484,Mexico,136,Cayman Isds,Export,28,2015
616,Poland,226,Equatorial Guinea,Export,28,2015
724,Spain,728,South Sudan,Export,28,2015
203,Czech Rep.,226,Equatorial Guinea,Export,28,2015
381,Italy,184,Cook Isds,Export,27,2015
705,Slovenia,188,Costa Rica,Export,27,2015
348,Hungary,854,Burkina Faso,Export,27,2015
442,Luxembourg,807,TFYR of Macedonia,Export,27,2015
191,Croatia,729,Sudan,Export,27,2015
124,Canada,760,Syria,Export,27,2015
36,Australia,52,Barbados,Export,27,2015
203,Czech Rep.,104,Myanmar,Export,27,2015
554,New Zealand,398,Kazakhstan,Export,27,2015
440,Lithuania,512,Oman,Export,27,2015
152,Chile,442,Luxembourg,Export,27,2015
616,Poland,548,Vanuatu,Export,27,2015
196,Cyprus,887,Yemen,Export,27,2015
251,France,232,Eritrea,Export,27,2015
246,Finland,499,Montenegro,Export,27,2015
300,Greece,670,Saint Vincent and the Grenadines,Export,27,2015
842,USA,626,Timor-Leste,Export,27,2015
757,Switzerland,132,Cabo Verde,Export,27,2015
458,Malaysia,72,Botswana,Export,27,2015
642,Romania,258,French Polynesia,Export,27,2015
36,Australia,760,Syria,Export,27,2015
724,Spain,748,Swaziland,Export,27,2015
300,Greece,320,Guatemala,Export,27,2015
442,Luxembourg,554,New Zealand,Export,27,2015
381,Italy,580,N. Mariana Isds,Export,27,2015
246,Finland,304,Greenland,Export,27,2015
300,Greece,180,Dem. Rep. of the Congo,Export,27,2015
222,El Salvador,400,Jordan,Export,27,2015
320,Guatemala,372,Ireland,Export,27,2015
440,Lithuania,116,Cambodia,Export,27,2015
36,Australia,191,Croatia,Export,26,2015
191,Croatia,586,Pakistan,Export,26,2015
152,Chile,196,Cyprus,Export,26,2015
484,Mexico,659,Saint Kitts and Nevis,Export,26,2015
191,Croatia,404,Kenya,Export,26,2015
842,USA,64,Bhutan,Export,26,2015
442,Luxembourg,20,Andorra,Export,26,2015
233,Estonia,417,Kyrgyzstan,Export,26,2015
757,Switzerland,540,New Caledonia,Export,26,2015
152,Chile,398,Kazakhstan,Export,26,2015
352,Iceland,84,Belize,Export,26,2015
579,Norway,332,Haiti,Export,26,2015
458,Malaysia,84,Belize,Export,26,2015
208,Denmark,674,San Marino,Export,26,2015
36,Australia,470,Malta,Export,26,2015
703,Slovakia,496,Mongolia,Export,26,2015
276,Germany,336,Holy See (Vatican City State),Export,26,2015
442,Luxembourg,104,Myanmar,Export,26,2015
251,France,308,Grenada,Export,26,2015
705,Slovenia,760,Syria,Export,26,2015
792,Turkey,598,Papua New Guinea,Export,26,2015
442,Luxembourg,368,Iraq,Export,26,2015
152,Chile,705,Slovenia,Export,26,2015
705,Slovenia,218,Ecuador,Export,26,2015
604,Peru,662,Saint Lucia,Export,26,2015
276,Germany,670,Saint Vincent and the Grenadines,Export,26,2015
579,Norway,231,Ethiopia,Export,26,2015
233,Estonia,554,New Zealand,Export,26,2015
458,Malaysia,762,Tajikistan,Export,26,2015
642,Romania,144,Sri Lanka,Export,26,2015
604,Peru,328,Guyana,Export,26,2015
344,"China, Hong Kong SAR",44,Bahamas,Export,26,2015
208,Denmark,450,Madagascar,Export,25,2015
320,Guatemala,740,Suriname,Export,25,2015
752,Sweden,624,Guinea-Bissau,Export,25,2015
208,Denmark,204,Benin,Export,25,2015
826,United Kingdom,584,Marshall Isds,Export,25,2015
591,Panama,192,Cuba,Export,25,2015
442,Luxembourg,422,Lebanon,Export,25,2015
36,Australia,703,Slovakia,Export,25,2015
100,Bulgaria,534,Saint Maarten,Export,25,2015
152,Chile,504,Morocco,Export,25,2015
792,Turkey,108,Burundi,Export,25,2015
348,Hungary,531,Cura神ao,Export,25,2015
724,Spain,598,Papua New Guinea,Export,25,2015
352,Iceland,40,Austria,Export,25,2015
616,Poland,446,"China, Macao SAR",Export,25,2015
591,Panama,300,Greece,Export,25,2015
458,Malaysia,854,Burkina Faso,Export,25,2015
36,Australia,585,Palau,Export,25,2015
757,Switzerland,28,Antigua and Barbuda,Export,25,2015
348,Hungary,52,Barbados,Export,25,2015
233,Estonia,442,Luxembourg,Export,25,2015
642,Romania,862,Venezuela,Export,25,2015
208,Denmark,28,Antigua and Barbuda,Export,25,2015
554,New Zealand,860,Uzbekistan,Export,25,2015
752,Sweden,462,Maldives,Export,25,2015
320,Guatemala,757,Switzerland,Export,25,2015
579,Norway,70,Bosnia Herzegovina,Export,25,2015
233,Estonia,260,Fr. South Antarctic Terr.,Export,25,2015
320,Guatemala,764,Thailand,Export,25,2015
826,United Kingdom,232,Eritrea,Export,25,2015
579,Norway,540,New Caledonia,Export,24,2015
152,Chile,204,Benin,Export,24,2015
152,Chile,533,Aruba,Export,24,2015
246,Finland,180,Dem. Rep. of the Congo,Export,24,2015
203,Czech Rep.,148,Chad,Export,24,2015
616,Poland,328,Guyana,Export,24,2015
208,Denmark,524,Nepal,Export,24,2015
703,Slovakia,729,Sudan,Export,24,2015
591,Panama,36,Australia,Export,24,2015
100,Bulgaria,729,Sudan,Export,24,2015
458,Malaysia,92,Br. Virgin Isds,Export,24,2015
604,Peru,430,Liberia,Export,24,2015
604,Peru,740,Suriname,Export,24,2015
579,Norway,4,Afghanistan,Export,24,2015
348,Hungary,839,Special Categories,Export,24,2015
222,El Salvador,328,Guyana,Export,24,2015
203,Czech Rep.,854,Burkina Faso,Export,24,2015
191,Croatia,764,Thailand,Export,24,2015
703,Slovakia,226,Equatorial Guinea,Export,24,2015
344,"China, Hong Kong SAR",226,Equatorial Guinea,Export,24,2015
208,Denmark,446,"China, Macao SAR",Export,24,2015
616,Poland,558,Nicaragua,Export,24,2015
554,New Zealand,705,Slovenia,Export,24,2015
372,Ireland,716,Zimbabwe,Export,24,2015
100,Bulgaria,4,Afghanistan,Export,24,2015
703,Slovakia,288,Ghana,Export,24,2015
191,Croatia,218,Ecuador,Export,24,2015
604,Peru,50,Bangladesh,Export,24,2015
203,Czech Rep.,540,New Caledonia,Export,24,2015
372,Ireland,96,Brunei Darussalam,Export,23,2015
703,Slovakia,558,Nicaragua,Export,23,2015
36,Australia,558,Nicaragua,Export,23,2015
842,USA,234,Faeroe Isds,Export,23,2015
36,Australia,740,Suriname,Export,23,2015
703,Slovakia,516,Namibia,Export,23,2015
233,Estonia,360,Indonesia,Export,23,2015
100,Bulgaria,430,Liberia,Export,23,2015
196,Cyprus,434,Libya,Export,23,2015
442,Luxembourg,112,Belarus,Export,23,2015
458,Malaysia,776,Tonga,Export,23,2015
554,New Zealand,233,Estonia,Export,23,2015
705,Slovenia,834,United Rep. of Tanzania,Export,23,2015
124,Canada,748,Swaziland,Export,23,2015
554,New Zealand,262,Djibouti,Export,23,2015
196,Cyprus,191,Croatia,Export,23,2015
705,Slovenia,214,Dominican Rep.,Export,23,2015
620,Portugal,540,New Caledonia,Export,23,2015
616,Poland,388,Jamaica,Export,23,2015
579,Norway,368,Iraq,Export,23,2015
352,Iceland,268,Georgia,Export,23,2015
705,Slovenia,862,Venezuela,Export,23,2015
440,Lithuania,862,Venezuela,Export,23,2015
458,Malaysia,584,Marshall Isds,Export,23,2015
442,Luxembourg,800,Uganda,Export,23,2015
152,Chile,368,Iraq,Export,23,2015
246,Finland,454,Malawi,Export,23,2015
246,Finland,4,Afghanistan,Export,23,2015
616,Poland,624,Guinea-Bissau,Export,23,2015
124,Canada,96,Brunei Darussalam,Export,23,2015
642,Romania,554,New Zealand,Export,23,2015
752,Sweden,762,Tajikistan,Export,23,2015
458,Malaysia,748,Swaziland,Export,23,2015
442,Luxembourg,466,Mali,Export,23,2015
300,Greece,184,Cook Isds,Export,23,2015
752,Sweden,275,State of Palestine,Export,23,2015
152,Chile,894,Zambia,Export,23,2015
348,Hungary,466,Mali,Export,23,2015
484,Mexico,242,Fiji,Export,22,2015
703,Slovakia,388,Jamaica,Export,22,2015
208,Denmark,132,Cabo Verde,Export,22,2015
842,USA,336,Holy See (Vatican City State),Export,22,2015
276,Germany,260,Fr. South Antarctic Terr.,Export,22,2015
724,Spain,232,Eritrea,Export,22,2015
442,Luxembourg,320,Guatemala,Export,22,2015
604,Peru,203,Czech Rep.,Export,22,2015
484,Mexico,60,Bermuda,Export,22,2015
842,USA,624,Guinea-Bissau,Export,22,2015
752,Sweden,64,Bhutan,Export,22,2015
348,Hungary,558,Nicaragua,Export,22,2015
246,Finland,598,Papua New Guinea,Export,22,2015
604,Peru,540,New Caledonia,Export,22,2015
36,Australia,580,N. Mariana Isds,Export,22,2015
579,Norway,192,Cuba,Export,22,2015
392,Japan,174,Comoros,Export,22,2015
442,Luxembourg,116,Cambodia,Export,22,2015
348,Hungary,180,Dem. Rep. of the Congo,Export,22,2015
442,Luxembourg,834,United Rep. of Tanzania,Export,22,2015
440,Lithuania,8,Albania,Export,22,2015
352,Iceland,44,Bahamas,Export,21,2015
300,Greece,585,Palau,Export,21,2015
348,Hungary,740,Suriname,Export,21,2015
724,Spain,662,Saint Lucia,Export,21,2015
604,Peru,686,Senegal,Export,21,2015
300,Greece,887,Yemen,Export,21,2015
381,Italy,662,Saint Lucia,Export,21,2015
484,Mexico,496,Mongolia,Export,21,2015
554,New Zealand,308,Grenada,Export,21,2015
372,Ireland,762,Tajikistan,Export,21,2015
616,Poland,84,Belize,Export,21,2015
757,Switzerland,64,Bhutan,Export,21,2015
352,Iceland,31,Azerbaijan,Export,21,2015
152,Chile,404,Kenya,Export,21,2015
196,Cyprus,807,TFYR of Macedonia,Export,21,2015
352,Iceland,591,Panama,Export,21,2015
196,Cyprus,760,Syria,Export,21,2015
222,El Salvador,710,South Africa,Export,21,2015
348,Hungary,222,El Salvador,Export,21,2015
442,Luxembourg,899,"Areas, nes",Export,21,2015
579,Norway,478,Mauritania,Export,21,2015
300,Greece,674,San Marino,Export,21,2015
208,Denmark,670,Saint Vincent and the Grenadines,Export,21,2015
152,Chile,408,Dem. People's Rep. of Korea,Export,21,2015
300,Greece,352,Iceland,Export,21,2015
152,Chile,52,Barbados,Export,21,2015
440,Lithuania,591,Panama,Export,20,2015
300,Greece,450,Madagascar,Export,20,2015
344,"China, Hong Kong SAR",624,Guinea-Bissau,Export,20,2015
